idx,question_普通模型,pred_普通模型,gold_普通模型,score_普通模型,em_普通模型,rouge1_普通模型,categories_普通模型,use_cot_普通模型,cot_type_普通模型,question_COT模型,pred_COT模型,gold_COT模型,score_COT模型,em_COT模型,rouge1_COT模型,categories_COT模型,use_cot_COT模型,cot_type_COT模型,score_diff
176,参考文件中第6页的图片，编号为9的冷却组件相对于真空泵（编号3）的位置是什么？,位于真空泵的上方,位于真空泵的侧面,0.5625,0.0,0.75,"['位置关系', '部件识别', '指定页面']",False,unknown,参考文件中第6页的图片，编号为9的冷却组件相对于真空泵（编号3）的位置是什么？,位于真空泵的右侧,位于真空泵的侧面,0.65625,0.0,0.875,"['位置关系', '部件识别', '指定页面']",True,position,-0.09375
177,参考文件中第6页的图片，编号为11的移动组件位于底板（编号1）的什么位置？,右后方,四角位置,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown,参考文件中第6页的图片，编号为11的移动组件位于底板（编号1）的什么位置？,位于右下角,四角位置,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",True,position,-0.33333333333333337
178,参考文件中第6页的图片，如果冷却管（编号8）需要进行冷却水的循环，那么冷却水会依次经过哪些部件？,水箱(91)、水泵(92)、进水管(93)、冷却管(8)、出水管(94),水泵(92) -> 进水管(93) -> 冷却管(8) -> 出水管(94) -> 水箱(91),0.6315789473684211,0.0,0.8421052631578948,['指定页面'],False,unknown,参考文件中第6页的图片，如果冷却管（编号8）需要进行冷却水的循环，那么冷却水会依次经过哪些部件？,水箱(91)、水泵(92)、进水管(93)、冷却管(8)、出水管(94),水泵(92) -> 进水管(93) -> 冷却管(8) -> 出水管(94) -> 水箱(91),0.6315789473684211,0.0,0.8421052631578948,['指定页面'],False,other,0.0
179,参考文件中第6页的图片，如果要实现底板(1)的移动，首先需要操作哪个部件，才能使支撑腿(10)脱离地面？,调节螺杆(112),调节螺杆(11和12),0.675,0.0,0.9,"['部件识别', '指定页面']",False,unknown,参考文件中第6页的图片，如果要实现底板(1)的移动，首先需要操作哪个部件，才能使支撑腿(10)脱离地面？,调节螺杆(112),调节螺杆(11和12),0.675,0.0,0.9,"['部件识别', '指定页面']",True,identification,0.0
180,根据专利描述，该带连接装置的传动链条的主要优点是什么？,强度高，工作可靠，牢固耐用,连接强度高，工作可靠，牢固耐用,0.6964285714285714,0.0,0.9285714285714286,"['部件识别', '连接关系']",False,unknown,根据专利描述，该带连接装置的传动链条的主要优点是什么？,强度高，工作可靠，经久耐用,连接强度高，工作可靠，牢固耐用,0.5892857142857142,0.0,0.7857142857142856,"['部件识别', '连接关系']",True,identification,0.1071428571428572
181,在文件中第6页图2中，部件9相对于部件7的位置关系是什么？,部件9位于部件7的下方,位于部件7的前方,0.5526315789473684,0.0,0.7368421052631579,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页图2中，部件9相对于部件7的位置关系是什么？,部件9位于部件7的下方,位于部件7的前方,0.5526315789473684,0.0,0.7368421052631579,"['位置关系', '部件识别', '指定页面']",True,position,0.0
182,在文件中第6页图2中，哪个部件直接连接到链条12上？,部件7,部件7,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown,在文件中第6页图2中，哪个部件直接连接到链条12上？,部件7,部件7,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
183,在文件中第6页图2中，如果载货台需要安装到该传动链条上，轴头13会插装到哪个部件中？,轴套10,部件9,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown,在文件中第6页图2中，如果载货台需要安装到该传动链条上，轴头13会插装到哪个部件中？,轴头13会插装到传动链条的链节中,部件9,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
184,在文件中第6页图2中，如果要将载货台14固定到链条12上，需要轴头13和哪个部件配合才能完成？,轴套9,部件9,0.25,0.0,0.3333333333333333,"['部件识别', '连接关系', '指定页面']",False,unknown,在文件中第6页图2中，如果要将载货台14固定到链条12上，需要轴头13和哪个部件配合才能完成？,轴套9,部件9,0.25,0.0,0.3333333333333333,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
185,根据专利文本，可调节滚轮结构的主要目的是什么？,满足不同尺寸产品放置的要求,满足不同尺寸产品放置的要求,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown,根据专利文本，可调节滚轮结构的主要目的是什么？,满足不同尺寸产品放置要求,满足不同尺寸产品放置的要求,0.7200000000000001,0.0,0.9600000000000001,"['部件识别', '功能作用']",True,identification,0.2799999999999999
186,根据专利描述，该串联谐振中频电源直流电压和不平衡检测电路的主要作用是什么？,检测直流电压的高低和逆变侧两个桥臂可控硅的平衡,在逆变启动前，检测直流电压的高低和逆变侧两个桥臂可控硅的平衡，从而保护可控硅，提高系统安全性。,0.4928571428571429,0.0,0.6571428571428571,"['部件识别', '功能作用']",False,unknown,根据专利描述，该串联谐振中频电源直流电压和不平衡检测电路的主要作用是什么？,检测直流电压的高低和逆变侧两个桥臂可控硅的平衡,在逆变启动前，检测直流电压的高低和逆变侧两个桥臂可控硅的平衡，从而保护可控硅，提高系统安全性。,0.4928571428571429,0.0,0.6571428571428571,"['部件识别', '功能作用']",True,identification,0.0
187,在串联半桥逆变电路中，如果不检测直流电压过低或逆变电压不平衡就启动逆变，可能导致什么后果？,逆变可控硅短路,引起逆变可控硅短路。,0.6176470588235294,0.0,0.8235294117647058,['其他'],False,unknown,在串联半桥逆变电路中，如果不检测直流电压过低或逆变电压不平衡就启动逆变，可能导致什么后果？,逆变可控硅短路,引起逆变可控硅短路。,0.6176470588235294,0.0,0.8235294117647058,['其他'],False,other,0.0
188,在文件中第8页的电路图中，电阻R1位于哪个位置？,位于电路图的左上角,连接在VDC1端与运算放大器U1的正输入端之间。,0.045454545454545456,0.0,0.06060606060606061,"['位置关系', '指定页面']",False,unknown,在文件中第8页的电路图中，电阻R1位于哪个位置？,位于左上角,连接在VDC1端与运算放大器U1的正输入端之间。,0.0,0.0,0.0,"['位置关系', '指定页面']",True,position,0.045454545454545456
189,在文件中第8页的电路图中，电阻R7相对于运算放大器U2的输出端的位置是？,位于运算放大器U2的输出端的上方,直接相连，位于运算放大器U2输出端的下方。,0.5675675675675675,0.0,0.7567567567567567,"['位置关系', '指定页面']",False,unknown,在文件中第8页的电路图中，电阻R7相对于运算放大器U2的输出端的位置是？,电阻R7位于运算放大器U2输出端的右侧,直接相连，位于运算放大器U2输出端的下方。,0.4875000000000001,0.0,0.6500000000000001,"['位置关系', '指定页面']",True,position,0.08006756756756744
190,根据文件中第8页的电路图，如果VDC电压过低，U6输出高电平，经过D1和反相器U9后，U9的输出状态是什么？,低电平,低电平,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,根据文件中第8页的电路图，如果VDC电压过低，U6输出高电平，经过D1和反相器U9后，U9的输出状态是什么？,低电平,低电平,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
191,根据文件中第8页的电路图，如果U12要输出高电平，需要满足什么条件？,VDC大于一定值，同时VDC1和VDC2的差值在VDC的一定比例范围,U9、U10、U11都输出高电平,0.029999999999999995,0.0,0.039999999999999994,['指定页面'],False,unknown,根据文件中第8页的电路图，如果U12要输出高电平，需要满足什么条件？,VDC大于一定值，同时VDC1和VDC2的差值在VDC的一定比例范围,U9、U10、U11都输出高电平,0.029999999999999995,0.0,0.039999999999999994,['指定页面'],False,other,0.0
192,根据专利文本，背折式锁螺丝机构装置的主要功能是什么？,避开机械手臂上下运动对悬臂干涉,避开机械手臂对悬臂的干涉，增大机械手臂Z轴行程,0.4342105263157895,0.0,0.5789473684210527,"['部件识别', '功能作用']",False,unknown,根据专利文本，背折式锁螺丝机构装置的主要功能是什么？,解决对悬臂干涉问题,避开机械手臂对悬臂的干涉，增大机械手臂Z轴行程,0.234375,0.0,0.3125,"['部件识别', '功能作用']",True,identification,0.1998355263157895
193,在文件中第6页的图中，编号为8的部件相对于编号为10的部件的位置关系是什么？,位于上方,位于上方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页的图中，编号为8的部件相对于编号为10的部件的位置关系是什么？,部件8在部件10的左侧,位于上方,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",True,position,1.0
194,根据文件中第6页的示意图，哪个部件直接与批头（编号10）连接，并用于吸附螺丝？,吸嘴(11),吸嘴（编号11）,0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '功能作用', '连接关系', '指定页面']",False,unknown,根据文件中第6页的示意图，哪个部件直接与批头（编号10）连接，并用于吸附螺丝？,吸嘴(11),吸嘴（编号11）,0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '功能作用', '连接关系', '指定页面']",True,identification,0.0
195,在文件中第6页的图中，哪个部件位于滑块（编号12）的上方？,部件13,伺服电批（编号7）,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页的图中，哪个部件位于滑块（编号12）的上方？,部件13,伺服电批（编号7）,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",True,position,0.0
196,在文件中第5页的示意图中，阀门（7）位于哪个部件之上？,位于部件6之上,气管（6）,0.125,0.0,0.16666666666666666,"['部件识别', '指定页面']",False,unknown,在文件中第5页的示意图中，阀门（7）位于哪个部件之上？,管道(6),气管（6）,0.30000000000000004,0.0,0.4000000000000001,"['部件识别', '指定页面']",True,identification,-0.17500000000000004
197,在文件中第5页的示意图中，相对于煤气回收储存罐（2），进气管（5）的位置是：,位于煤气回收储存罐（2）的右侧,正上方,0.0,0.0,0.0,"['位置关系', '指定页面']",False,unknown,在文件中第5页的示意图中，相对于煤气回收储存罐（2），进气管（5）的位置是：,位于其上方,正上方,0.375,0.0,0.5,"['位置关系', '指定页面']",True,position,-0.375
198,在文件中第5页的示意图中，气管（6）连接了哪个部件，并最终将煤气输送到哪个部件？,炉排(12),连接出气管（4），输送到炉排（12）,0.25,0.0,0.3333333333333333,"['部件识别', '连接关系', '指定页面']",False,unknown,在文件中第5页的示意图中，气管（6）连接了哪个部件，并最终将煤气输送到哪个部件？,连接出气管(4)和炉排(12),连接出气管（4），输送到炉排（12）,0.4545454545454545,0.0,0.606060606060606,"['部件识别', '连接关系', '指定页面']",True,identification,-0.20454545454545447
199,在文件中第5页的示意图中，如果关闭阀门(7)，会直接影响哪个部件的煤气供应？,炉排(12),炉排(12),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,在文件中第5页的示意图中，如果关闭阀门(7)，会直接影响哪个部件的煤气供应？,炉排(12),炉排(12),1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
200,根据专利描述，该翻框机通过什么方式驱动回转支撑机构转动？,电机,电机驱动,0.5,0.0,0.6666666666666666,['其他'],False,unknown,根据专利描述，该翻框机通过什么方式驱动回转支撑机构转动？,电机,电机驱动,0.5,0.0,0.6666666666666666,['其他'],False,other,0.0
